,path,split_path,size
2026,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Myrtales/Myrtaceae/Calytrix,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Myrtales', 'Myrtaceae', 'Calytrix']",1
2027,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Myrtales/Myrtaceae/Calytrix/https:||live.staticflickr.com|4314|35133363404_da8b519bf0.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Myrtales', 'Myrtaceae', 'Calytrix', 'https:||live.staticflickr.com|4314|35133363404_da8b519bf0.jpg']",1
2028,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ericales/Ericaceae/Rhododendron/https:||live.staticflickr.com|4291|35885893002_14b3be6180.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ericales', 'Ericaceae', 'Rhododendron', 'https:||live.staticflickr.com|4291|35885893002_14b3be6180.jpg']",1
2029,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Alismatales/Araceae/Cyrtosperma,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Alismatales', 'Araceae', 'Cyrtosperma']",1
2030,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Alismatales/Araceae/Cyrtosperma/https:||live.staticflickr.com|4325|35885363612_c4c449aeb3.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Alismatales', 'Araceae', 'Cyrtosperma', 'https:||live.staticflickr.com|4325|35885363612_c4c449aeb3.jpg']",1
2031,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asterales/Asteraceae/Rhodanthe,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asterales', 'Asteraceae', 'Rhodanthe']",1
2032,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asterales/Asteraceae/Rhodanthe/https:||live.staticflickr.com|4314|35803332652_4a0d51e0d3.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asterales', 'Asteraceae', 'Rhodanthe', 'https:||live.staticflickr.com|4314|35803332652_4a0d51e0d3.jpg']",1
2033,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Myrtales/Myrtaceae/Melaleuca/https:||live.staticflickr.com|4314|35803270772_9108a32270.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Myrtales', 'Myrtaceae', 'Melaleuca', 'https:||live.staticflickr.com|4314|35803270772_9108a32270.jpg']",1
2034,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Myrtales/Myrtaceae/Eucalyptus,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Myrtales', 'Myrtaceae', 'Eucalyptus']",1
2035,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Myrtales/Myrtaceae/Eucalyptus/https:||live.staticflickr.com|4317|35133470034_a4e6c89734.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Myrtales', 'Myrtaceae', 'Eucalyptus', 'https:||live.staticflickr.com|4317|35133470034_a4e6c89734.jpg']",1
2036,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asterales/Stylidiaceae/Stylidium/https:||live.staticflickr.com|4303|35802246502_618f8a2b42.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asterales', 'Stylidiaceae', 'Stylidium', 'https:||live.staticflickr.com|4303|35802246502_618f8a2b42.jpg']",1
2037,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Lamiales/Plantaginaceae/Veronica,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Lamiales', 'Plantaginaceae', 'Veronica']",1
2038,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Lamiales/Plantaginaceae/Veronica/https:||live.staticflickr.com|4315|35840281471_c55571ac0e.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Lamiales', 'Plantaginaceae', 'Veronica', 'https:||live.staticflickr.com|4315|35840281471_c55571ac0e.jpg']",1
2039,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Malpighiales/Passifloraceae,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Malpighiales', 'Passifloraceae']",5
2040,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Malpighiales/Passifloraceae/Malesherbia,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Malpighiales', 'Passifloraceae', 'Malesherbia']",1
2041,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Malpighiales/Passifloraceae/Malesherbia/https:||live.staticflickr.com|4322|35162890953_df2fd77966.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Malpighiales', 'Passifloraceae', 'Malesherbia', 'https:||live.staticflickr.com|4322|35162890953_df2fd77966.jpg']",1
2042,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Malpighiales/Passifloraceae/Passiflora,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Malpighiales', 'Passifloraceae', 'Passiflora']",1
2043,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Malpighiales/Passifloraceae/Passiflora/https:||live.staticflickr.com|4316|35972965205_404ce10999.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Malpighiales', 'Passifloraceae', 'Passiflora', 'https:||live.staticflickr.com|4316|35972965205_404ce10999.jpg']",1
2044,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Proteales/Proteaceae/Banksia,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Proteales', 'Proteaceae', 'Banksia']",1
2045,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Proteales/Proteaceae/Banksia/https:||live.staticflickr.com|4306|35931465496_ba6e1bf19c.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Proteales', 'Proteaceae', 'Banksia', 'https:||live.staticflickr.com|4306|35931465496_ba6e1bf19c.jpg']",1
2046,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Rosales/Rhamnaceae,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Rosales', 'Rhamnaceae']",1
2047,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Rosales/Rhamnaceae/Ceanothus,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Rosales', 'Rhamnaceae', 'Ceanothus']",1
2048,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Rosales/Rhamnaceae/Ceanothus/https:||live.staticflickr.com|4308|35931461646_b2c380b321.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Rosales', 'Rhamnaceae', 'Ceanothus', 'https:||live.staticflickr.com|4308|35931461646_b2c380b321.jpg']",1
2049,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Rosales/Elaeagnaceae,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Rosales', 'Elaeagnaceae']",2
2050,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Rosales/Elaeagnaceae/Elaeagnus,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Rosales', 'Elaeagnaceae', 'Elaeagnus']",1
2051,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Rosales/Elaeagnaceae/Elaeagnus/https:||live.staticflickr.com|4300|35931457676_d58b0b958e.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Rosales', 'Elaeagnaceae', 'Elaeagnus', 'https:||live.staticflickr.com|4300|35931457676_d58b0b958e.jpg']",1
2052,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ranunculales/Papaveraceae/Meconopsis/https:||live.staticflickr.com|4291|35931452946_0bcfce23ff.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ranunculales', 'Papaveraceae', 'Meconopsis', 'https:||live.staticflickr.com|4291|35931452946_0bcfce23ff.jpg']",1
2053,Eukarya/Metazoa/Arthropoda/Insecta/Diptera,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Diptera']",7
2054,Eukarya/Metazoa/Arthropoda/Insecta/Diptera/Tabanidae,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Diptera', 'Tabanidae']",2
2055,Eukarya/Metazoa/Arthropoda/Insecta/Diptera/Tabanidae/Scaptia,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Diptera', 'Tabanidae', 'Scaptia']",1
2056,Eukarya/Metazoa/Arthropoda/Insecta/Diptera/Tabanidae/Scaptia/https:||live.staticflickr.com|4210|35695147262_c280373ea6.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Diptera', 'Tabanidae', 'Scaptia', 'https:||live.staticflickr.com|4210|35695147262_c280373ea6.jpg']",1
2057,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Erebidae/Asota,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Erebidae', 'Asota']",1
2058,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Erebidae/Asota/https:||live.staticflickr.com|4233|35695143452_efcdec00fe.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Erebidae', 'Asota', 'https:||live.staticflickr.com|4233|35695143452_efcdec00fe.jpg']",1
2059,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Cossidae,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Cossidae']",4
2060,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Cossidae/Cossus,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Cossidae', 'Cossus']",1
2061,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Cossidae/Cossus/https:||live.staticflickr.com|4242|35695141892_37309de7e7.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Cossidae', 'Cossus', 'https:||live.staticflickr.com|4242|35695141892_37309de7e7.jpg']",1
2062,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Cossidae/Cossus/https:||live.staticflickr.com|4239|35476503270_eb56085ff9.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Cossidae', 'Cossus', 'https:||live.staticflickr.com|4239|35476503270_eb56085ff9.jpg']",1
2063,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Sphingidae,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Sphingidae']",3
2064,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Sphingidae/Coequosa,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Sphingidae', 'Coequosa']",1
2065,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Sphingidae/Coequosa/https:||live.staticflickr.com|4283|35024656014_cbfeb2d219.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Sphingidae', 'Coequosa', 'https:||live.staticflickr.com|4283|35024656014_cbfeb2d219.jpg']",1
2066,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Papilio/https:||live.staticflickr.com|4240|35695128292_72ce3316f7.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Papilio', 'https:||live.staticflickr.com|4240|35695128292_72ce3316f7.jpg']",1
2067,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Lycaenidae/Hypochrysops,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Lycaenidae', 'Hypochrysops']",1
2068,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Lycaenidae/Hypochrysops/https:||live.staticflickr.com|4286|35695126862_d86c4ea760.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Lycaenidae', 'Hypochrysops', 'https:||live.staticflickr.com|4286|35695126862_d86c4ea760.jpg']",1
2069,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Delias,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Delias']",1
2070,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Delias/https:||live.staticflickr.com|4214|35732607401_0877fd6b87.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Delias', 'https:||live.staticflickr.com|4214|35732607401_0877fd6b87.jpg']",1
2071,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Mycalesis,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Mycalesis']",1
2072,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Mycalesis/https:||live.staticflickr.com|4256|35732605371_ce1b837fa2.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Mycalesis', 'https:||live.staticflickr.com|4256|35732605371_ce1b837fa2.jpg']",1
2073,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Cupha,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Cupha']",1
2074,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Cupha/https:||live.staticflickr.com|4242|35732603321_896c0907fe.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Cupha', 'https:||live.staticflickr.com|4242|35732603321_896c0907fe.jpg']",1
2075,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Junonia,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Junonia']",1
2076,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Junonia/https:||live.staticflickr.com|4260|35732598441_f129595ebf.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Junonia', 'https:||live.staticflickr.com|4260|35732598441_f129595ebf.jpg']",1
2077,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Papilio/https:||live.staticflickr.com|4284|35732595971_dff6a2bd12.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Papilio', 'https:||live.staticflickr.com|4284|35732595971_dff6a2bd12.jpg']",1
2078,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Tisiphone,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Tisiphone']",1
2079,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Tisiphone/https:||live.staticflickr.com|4285|35732591971_4283b879db.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Tisiphone', 'https:||live.staticflickr.com|4285|35732591971_4283b879db.jpg']",1
2080,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Belenois,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Belenois']",1
2081,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Belenois/https:||live.staticflickr.com|4284|35732590391_541cbf7ab4.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Belenois', 'https:||live.staticflickr.com|4284|35732590391_541cbf7ab4.jpg']",1
2082,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Eurema,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Eurema']",1
2083,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Eurema/https:||live.staticflickr.com|4286|35055035513_881f9a3d9b.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Eurema', 'https:||live.staticflickr.com|4286|35055035513_881f9a3d9b.jpg']",1
2084,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Lamiales/Lamiaceae/Westringia,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Lamiales', 'Lamiaceae', 'Westringia']",1
2085,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Lamiales/Lamiaceae/Westringia/https:||live.staticflickr.com|4232|35732587151_8b6a7bcf15.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Lamiales', 'Lamiaceae', 'Westringia', 'https:||live.staticflickr.com|4232|35732587151_8b6a7bcf15.jpg']",1
2086,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Delias/https:||live.staticflickr.com|4262|35732585791_0cb91aa805.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Delias', 'https:||live.staticflickr.com|4262|35732585791_0cb91aa805.jpg']",1
2087,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Catopsilia,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Catopsilia']",1
2088,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Catopsilia/https:||live.staticflickr.com|4279|35732584081_bd30836808.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Catopsilia', 'https:||live.staticflickr.com|4279|35732584081_bd30836808.jpg']",1
2089,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Papilio/https:||live.staticflickr.com|4256|35732582451_b805bcd382.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Papilio', 'https:||live.staticflickr.com|4256|35732582451_b805bcd382.jpg']",1
2090,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Papilio/https:||live.staticflickr.com|4231|35732580791_4835992fe0.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Papilio', 'https:||live.staticflickr.com|4231|35732580791_4835992fe0.jpg']",1
2091,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Papilio/https:||live.staticflickr.com|4260|35476473770_7c56ef4928.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Papilio', 'https:||live.staticflickr.com|4260|35476473770_7c56ef4928.jpg']",1
2092,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Papilio/https:||live.staticflickr.com|4281|35695095842_e945985298.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Papilio', 'https:||live.staticflickr.com|4281|35695095842_e945985298.jpg']",1
2093,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Papilio/https:||live.staticflickr.com|4241|35695093962_c717cb5849.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Papilio', 'https:||live.staticflickr.com|4241|35695093962_c717cb5849.jpg']",1
2094,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Buprestidae/Melobasis,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Buprestidae', 'Melobasis']",1
2095,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Buprestidae/Melobasis/https:||live.staticflickr.com|4289|35695084492_8e41627855.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Buprestidae', 'Melobasis', 'https:||live.staticflickr.com|4289|35695084492_8e41627855.jpg']",1
2096,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asparagales/Asphodelaceae/Kniphofia,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asparagales', 'Asphodelaceae', 'Kniphofia']",1
2097,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asparagales/Asphodelaceae/Kniphofia/https:||live.staticflickr.com|4310|35162887453_56aa51418b.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asparagales', 'Asphodelaceae', 'Kniphofia', 'https:||live.staticflickr.com|4310|35162887453_56aa51418b.jpg']",1
2098,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Myrtales/Onagraceae,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Myrtales', 'Onagraceae']",2
2099,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Myrtales/Onagraceae/Epilobium,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Myrtales', 'Onagraceae', 'Epilobium']",1
2100,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Myrtales/Onagraceae/Epilobium/https:||live.staticflickr.com|4325|35931463646_f0e9e90c28.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Myrtales', 'Onagraceae', 'Epilobium', 'https:||live.staticflickr.com|4325|35931463646_f0e9e90c28.jpg']",1
2101,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asparagales/Orchidaceae/Dendrobium,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asparagales', 'Orchidaceae', 'Dendrobium']",1
2102,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Asparagales/Orchidaceae/Dendrobium/https:||live.staticflickr.com|4329|35931459856_a2db5afaee.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Asparagales', 'Orchidaceae', 'Dendrobium', 'https:||live.staticflickr.com|4329|35931459856_a2db5afaee.jpg']",1
2103,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Gentianales/Gentianaceae,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Gentianales', 'Gentianaceae']",8
2104,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Gentianales/Gentianaceae/Gentiana,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Gentianales', 'Gentianaceae', 'Gentiana']",1
2105,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Gentianales/Gentianaceae/Gentiana/https:||live.staticflickr.com|4320|35931454836_e51a27d83e.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Gentianales', 'Gentianaceae', 'Gentiana', 'https:||live.staticflickr.com|4320|35931454836_e51a27d83e.jpg']",1
2106,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ericales/Ericaceae/Gaultheria/https:||live.staticflickr.com|4302|35583908480_21b2d2bb6f.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ericales', 'Ericaceae', 'Gaultheria', 'https:||live.staticflickr.com|4302|35583908480_21b2d2bb6f.jpg']",1
2107,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Liliales/Liliaceae/Lilium/https:||live.staticflickr.com|4292|35583905270_b32ea76ae4.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Liliales', 'Liliaceae', 'Lilium', 'https:||live.staticflickr.com|4292|35583905270_b32ea76ae4.jpg']",1
2108,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Montiaceae/Lewisiopsis,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Montiaceae', 'Lewisiopsis']",1
2109,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Caryophyllales/Montiaceae/Lewisiopsis/https:||live.staticflickr.com|4304|35583901760_3f35dfef59.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Caryophyllales', 'Montiaceae', 'Lewisiopsis', 'https:||live.staticflickr.com|4304|35583901760_3f35dfef59.jpg']",1
2110,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Malpighiales/Euphorbiaceae/Acalypha,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Malpighiales', 'Euphorbiaceae', 'Acalypha']",1
2111,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Malpighiales/Euphorbiaceae/Acalypha/https:||live.staticflickr.com|4292|35583899330_1d8ac94ee4.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Malpighiales', 'Euphorbiaceae', 'Acalypha', 'https:||live.staticflickr.com|4292|35583899330_1d8ac94ee4.jpg']",1
2112,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Crambidae,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Crambidae']",1
2113,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Crambidae/Hednota,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Crambidae', 'Hednota']",1
2114,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Crambidae/Hednota/https:||live.staticflickr.com|4255|35695145362_cae00251c0.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Crambidae', 'Hednota', 'https:||live.staticflickr.com|4255|35695145362_cae00251c0.jpg']",1
2115,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Geometridae/Hyperythra,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Geometridae', 'Hyperythra']",1
2116,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Geometridae/Hyperythra/https:||live.staticflickr.com|4209|35024660544_4a11a53146.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Geometridae', 'Hyperythra', 'https:||live.staticflickr.com|4209|35024660544_4a11a53146.jpg']",1
2117,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Fagales/Casuarinaceae,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Fagales', 'Casuarinaceae']",2
2118,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Fagales/Casuarinaceae/Allocasuarina,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Fagales', 'Casuarinaceae', 'Allocasuarina']",1
2119,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Fagales/Casuarinaceae/Allocasuarina/https:||live.staticflickr.com|4287|35024658244_0f64b95f74.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Fagales', 'Casuarinaceae', 'Allocasuarina', 'https:||live.staticflickr.com|4287|35024658244_0f64b95f74.jpg']",1
